asset,entry_time,exit_time,side,entry_px,exit_px,raw_log_ret,holding_days,funding_cost,fee_cost,net_log_ret
btcusdt,2025-10-06 12:10:00,2025-10-07 23:33:00,1,124442.3,121529.3,-0.023686768690144196,1.4743055555555555,8.864262152777777e-05,0.0012000000000000001,-0.024975411311671972
btcusdt,2025-10-09 02:05:00,2025-10-10 16:40:00,-1,122165.4,119107.2,0.025351936321070134,1.6076388888888888,-1.983826388888889e-05,0.0012000000000000001,0.024171774584959022
btcusdt,2025-10-10 21:18:00,2025-10-12 02:14:00,-1,108889.6,110089.8,-0.010961871465911759,1.2055555555555555,3.7914722222222216e-05,0.0012000000000000001,-0.012199786188133981
btcusdt,2025-10-30 23:10:00,2025-11-03 05:24:00,-1,107583.2,107815.5,-0.002156931216964503,3.2597222222222224,-0.0002236691,0.0012000000000000001,-0.0031332621169645036
btcusdt,2025-11-14 14:33:00,2025-11-17 01:04:00,-1,95070.9,95259.9,-0.0019860165787368,2.4381944444444446,-0.00017840878298611113,0.0012000000000000001,-0.003007607795750689
btcusdt,2025-12-03 18:57:00,2025-12-06 02:50:00,1,92467.8,89216.5,-0.0357944757483829,2.328472222222222,9.383743055555558e-06,0.0012000000000000001,-0.03700385949143846
btcusdt,2026-01-08 12:32:00,2026-01-12 09:36:00,1,89872.3,90762.4,0.00985532906381169,3.8777777777777778,0.0001489532,0.0012000000000000001,0.00850637586381169
btcusdt,2026-01-13 21:43:00,2026-01-15 19:11:00,1,94112.1,95809.9,0.01787939499507638,1.8944444444444444,5.713012962962963e-05,0.0012000000000000001,0.01662226486544675
btcusdt,2026-01-31 16:49:00,2026-02-02 05:46:00,-1,80423.8,75343.4,0.06525382228488036,1.5395833333333333,-1.3312263888888887e-05,0.0012000000000000001,0.06406713454876924
btcusdt,2026-02-06 05:51:00,2026-02-07 07:54:00,-1,66494.9,68172.6,-0.0249174716001178,1.0854166666666667,8.892276041666667e-05,0.0012000000000000001,-0.026206394360534464
btcusdt,2026-02-07 08:09:00,2026-02-09 16:47:00,1,67969.7,70278.1,0.033398210598307616,2.359722222222222,-9.482150462962962e-05,0.0012000000000000001,0.03229303210293725
btcusdt,2026-02-16 13:28:00,2026-02-19 15:42:00,1,68568.4,66438.8,-0.03155056403138555,3.0930555555555554,0.0,0.0012000000000000001,-0.03275056403138555
ethusdt,2024-01-10 16:56:00,2024-01-11 14:31:00,1,2413.61,2620.25,0.08214618102542032,0.8993055555555556,0.0,0.0012000000000000001,0.08094618102542031
ethusdt,2024-01-13 08:27:00,2024-01-16 12:36:00,-1,2559.35,2543.33,0.006279073990414325,3.1729166666666666,0.0,0.0012000000000000001,0.005079073990414325
