sharpe,sortino,calmar,max_drawdown,max_dd_duration,profit_factor,win_rate,payoff_ratio,expectancy,tail_ratio,time_in_market,skewness,kurtosis,total_return,n_trades,mean_return,std_return,t_stat,p_value,n_long,n_short,mean_long,mean_short,asset,timeframe,strategy,type,holding,grade,pass_raw,pass_bonf
-1.0561,-1.252,-0.5579,-0.6446,466,0.8081,0.4756,0.8911,-0.001686,0.7712,0.0257,-0.97,6.7616,-0.6065,471,-0.001686,0.023955,-1.5276,0.12727526,239,232,-0.001497264136511786,-0.0018807981160382384,DOGE,1h,rsi_extreme,mean_reversion,4h,F,False,False
-1.2412,-1.2708,-0.6619,-0.9115,347,0.7399,0.5269,0.6643,-0.004353,0.7167,0.0192,-1.8549,8.7046,-0.8555,353,-0.004353,0.045553,-1.7954,0.07345224,179,174,-0.00300752887918852,-0.005736977269169918,DOGE,1h,rsi_extreme,mean_reversion,12h,F,False,False
-0.6824,-0.8428,-0.5904,-0.8082,279,0.8531,0.535,0.7416,-0.003189,0.7608,0.0156,-0.7571,1.7975,-0.7425,286,-0.003189,0.054638,-0.9871,0.3244416,144,142,-0.003159999275483436,-0.003218540567225243,DOGE,1h,rsi_extreme,mean_reversion,1d,F,False,False
-1.9449,-2.7326,-0.901,-0.995,3381,0.8676,0.4577,1.0279,-0.001102,1.0135,0.1889,0.0853,8.2774,-0.9913,3465,-0.001102,0.023062,-2.8133,0.00493095,1745,1720,-0.000500824921316382,-0.001712311746663953,DOGE,1h,momentum,trend,4h,F,False,False
0.0279,0.0428,-0.3803,-0.9289,1285,1.0031,0.4908,1.0406,4.1e-05,0.9912,0.0743,0.5822,5.2302,-0.5983,1363,4.1e-05,0.037889,0.0404,0.96777525,661,702,0.001453925511893318,-0.0012884966660431354,DOGE,1h,momentum,trend,12h,D,False,False
0.2029,0.2812,-0.3169,-0.9173,618,1.0324,0.4951,1.0526,0.000611,1.1559,0.0393,-0.256,8.8502,-0.5126,721,0.000611,0.055873,0.2935,0.76926204,345,376,0.0028668533286885737,-0.0014595967250538586,DOGE,1h,momentum,trend,1d,D,False,False
-0.4005,-0.6584,-0.3709,-0.7977,923,0.9462,0.4373,1.2175,-0.000453,1.1536,0.0535,1.0219,8.1459,-0.52,981,-0.000453,0.024471,-0.5794,0.5624526,502,479,-0.0005132506381755116,-0.0003892112850809602,DOGE,1h,range_breakout,trend,4h,F,False,False
-0.0047,-0.0077,-0.2833,-0.7312,440,0.9993,0.4612,1.1674,-1e-05,1.1166,0.0372,0.4836,2.6527,-0.3848,683,-1e-05,0.037637,-0.0068,0.99456767,338,345,0.001882427288706223,-0.0018636514848107254,DOGE,1h,range_breakout,trend,12h,F,False,False
-0.1172,-0.1878,-0.4352,-0.7681,315,0.9794,0.4521,1.1868,-0.000396,1.0382,0.0268,0.3064,3.7275,-0.5732,491,-0.000396,0.051796,-0.1695,0.86545345,248,243,0.0003082860183337927,-0.0011153206026587553,DOGE,1h,range_breakout,trend,1d,F,False,False
-1.2691,-1.7861,-0.6346,-0.8584,1122,0.8556,0.4841,0.9119,-0.001178,0.8824,0.0633,0.2638,4.9684,-0.8073,1161,-0.001178,0.021872,-1.8357,0.0666566,582,579,-0.0013923295904685541,-0.0009632841096801234,DOGE,1h,macd_scalp,trend,4h,F,False,False
-0.4013,-0.5445,-0.5085,-0.8819,797,0.944,0.5115,0.9016,-0.00077,0.9263,0.0451,-0.1779,6.6492,-0.7121,827,-0.00077,0.038124,-0.5805,0.56172309,419,408,-0.0009462175725656871,-0.000588230158564789,DOGE,1h,macd_scalp,trend,12h,F,False,False
-0.9873,-1.2832,-0.7561,-0.9469,519,0.838,0.4778,0.9159,-0.003317,1.0354,0.0294,-0.91,10.9967,-0.9282,540,-0.003317,0.053977,-1.4281,0.15383644,273,267,-0.0008779487723969685,-0.0058113098159117155,DOGE,1h,macd_scalp,trend,1d,F,False,False
-0.8694,-1.1573,-0.4947,-0.5104,210,0.806,0.4649,0.9277,-0.001746,0.7543,0.0163,-0.0576,5.4829,-0.456,299,-0.001746,0.024003,-1.2576,0.20951881,146,153,-0.0010720688766192314,-0.0023885441866706466,DOGE,1h,keltner_mr,mean_reversion,4h,F,False,False
-0.6585,-0.7736,-0.4763,-0.7296,178,0.8342,0.4917,0.8625,-0.002706,0.9641,0.0131,-1.1906,5.8236,-0.5907,240,-0.002706,0.044008,-0.9525,0.34180213,113,127,0.0013937068881322693,-0.006353410776242266,DOGE,1h,keltner_mr,mean_reversion,12h,F,False,False
-0.2849,-0.3349,-0.3958,-0.7266,151,0.922,0.5433,0.7751,-0.001651,0.8843,0.0113,-1.0339,4.5477,-0.5081,208,-0.001651,0.057784,-0.4121,0.68067991,101,107,0.003085842412929916,-0.0061225866164202405,DOGE,1h,keltner_mr,mean_reversion,1d,F,False,False
-0.3501,-0.6157,-0.3647,-0.1793,181,0.9024,0.4286,1.2032,-0.000635,1.1029,0.0099,0.7037,1.4844,-0.1319,182,-0.000635,0.01693,-0.5064,0.61320497,108,74,0.0003113050848608564,-0.002017244680575742,DOGE,1h,dual_ema_adx,trend,4h,F,False,False
0.1778,0.2701,0.0467,-0.2539,61,1.0558,0.5366,0.9118,0.000615,0.9383,0.0089,0.2128,2.0519,0.025,164,0.000615,0.030609,0.2571,0.79740471,103,61,0.001974870811512365,-0.0016822885465194444,DOGE,1h,dual_ema_adx,trend,12h,D,False,False
-0.0069,-0.0088,-0.1885,-0.4967,132,0.9978,0.4906,1.0362,-3.9e-05,1.2039,0.0087,-0.7305,2.7805,-0.1859,159,-3.9e-05,0.049459,-0.01,0.99204662,98,61,0.003026186172833174,-0.004963816784626074,DOGE,1h,dual_ema_adx,trend,1d,F,False,False
0.2697,0.4367,0.0389,-0.6145,472,1.0511,0.4648,1.2103,0.000459,1.1491,0.0294,0.9974,7.015,0.0507,540,0.000459,0.027341,0.3901,0.69662291,266,274,-0.0003396299848910956,0.0012342569683536165,DOGE,1h,vol_spike_brk,trend,4h,D,False,False
0.1989,0.3118,-0.0703,-0.6277,279,1.0382,0.4665,1.1873,0.00054,1.0141,0.0236,0.2356,1.9955,-0.0901,433,0.00054,0.039041,0.2877,0.77367629,210,223,0.002995828586206499,-0.0017729099175650134,DOGE,1h,vol_spike_brk,trend,12h,D,False,False
0.0875,0.1334,-0.2704,-0.6354,225,1.0188,0.4543,1.2239,0.00037,1.0585,0.0191,0.1032,3.9027,-0.326,350,0.00037,0.054623,0.1266,0.89936184,175,175,0.0025767358533586174,-0.0018376922305296914,DOGE,1h,vol_spike_brk,trend,1d,D,False,False
-2.5306,-3.0428,-0.7752,-0.9324,935,0.6897,0.4437,0.8646,-0.002603,0.7886,0.0514,-0.749,9.1229,-0.9317,942,-0.002603,0.021829,-3.6606,0.00026566,436,506,-0.002230906564748957,-0.0029245019417572632,DOGE,1h,stoch_cross,mean_reversion,4h,F,False,False
-1.6147,-1.9605,-0.7553,-0.9284,624,0.7611,0.4527,0.9201,-0.00326,0.8482,0.0352,-1.1307,9.7425,-0.9202,645,-0.00326,0.035445,-2.3356,0.01981638,303,342,-0.001851733956086579,-0.004507121658721898,DOGE,1h,stoch_cross,mean_reversion,12h,F,False,False
-0.7315,-1.0142,-0.6607,-0.9282,300,0.8672,0.4945,0.8865,-0.002785,0.8567,0.0248,0.4021,7.0616,-0.863,455,-0.002785,0.05614,-1.0581,0.29058,214,241,0.00093236949413269,-0.0060853997250008285,DOGE,1h,stoch_cross,mean_reversion,1d,F,False,False
-2.1494,-2.4579,-0.7966,-0.9657,1764,0.8058,0.4958,0.8195,-0.001334,0.7982,0.1097,-1.2345,11.1191,-0.9535,2013,-0.001334,0.019255,-3.1092,0.00190227,989,1024,-0.0007954118154224445,-0.0018547971775631192,XRP,1h,vwap_mr,mean_reversion,4h,F,False,False
-1.0841,-1.2859,-0.7235,-0.8924,897,0.8558,0.5112,0.8182,-0.001655,0.8241,0.0534,-0.5832,10.3141,-0.8859,980,-0.001655,0.033042,-1.5682,0.11716265,489,491,-0.00042371319406900326,-0.002881626545259225,XRP,1h,vwap_mr,mean_reversion,12h,F,False,False
-0.7243,-0.8174,-0.6644,-0.8897,556,0.88,0.5307,0.7783,-0.001973,0.7939,0.0329,-1.2229,8.4565,-0.846,603,-0.001973,0.046246,-1.0477,0.29521928,299,304,0.0013486537097787616,-0.005240093434850414,XRP,1h,vwap_mr,mean_reversion,1d,F,False,False
-1.6226,-2.1913,-0.7093,-0.9042,1017,0.8432,0.4663,0.9651,-0.00094,0.8348,0.1067,1.3743,26.9571,-0.883,1958,-0.00094,0.017722,-2.3471,0.01901824,984,974,-0.0007447385879701931,-0.0011373095849059487,XRP,1h,stoch_rsi,mean_reversion,4h,F,False,False
-1.6343,-2.2311,-0.7833,-0.9477,1055,0.7992,0.4427,1.0062,-0.002202,0.9452,0.058,0.3518,8.8353,-0.9414,1064,-0.002202,0.030384,-2.3641,0.01825405,546,518,-0.0012348883580438367,-0.0032215780505009794,XRP,1h,stoch_rsi,mean_reversion,12h,F,False,False
-0.4284,-0.53,-0.5505,-0.9126,508,0.9243,0.4856,0.979,-0.001175,0.8974,0.0341,-0.4288,9.3835,-0.7679,626,-0.001175,0.047422,-0.6197,0.53567277,317,309,0.0012414009027543818,-0.003653090786859321,XRP,1h,stoch_rsi,mean_reversion,1d,F,False,False
-1.4013,-1.9797,-0.8052,-0.9539,3635,0.8969,0.4428,1.1287,-0.000653,1.066,0.1982,0.6551,23.9984,-0.953,3636,-0.000653,0.019415,-2.027,0.04273482,1741,1895,-7.804720719979316e-05,-0.0011805723221731768,XRP,1h,ema_ribbon,trend,4h,F,False,False
0.0006,0.001,-0.3831,-0.7306,652,1.0001,0.4577,1.1847,1e-06,1.23,0.0729,1.3109,12.5923,-0.4969,1337,1e-06,0.032436,0.0009,0.99926542,635,702,0.0017397914663638313,-0.001572187281459415,XRP,1h,ema_ribbon,trend,12h,D,False,False
0.0917,0.1522,-0.3662,-0.7443,427,1.0165,0.4375,1.307,0.000249,1.1434,0.0384,1.5164,12.6859,-0.4861,704,0.000249,0.049735,0.1327,0.89449721,331,373,0.003876440288834677,-0.002970604201380824,XRP,1h,ema_ribbon,trend,1d,D,False,False
-0.8574,-1.3509,-0.3607,-0.3821,118,0.7812,0.4892,0.8156,-0.001527,0.672,0.0101,0.5145,3.2374,-0.2668,186,-0.001527,0.016794,-1.2402,0.21647661,90,96,0.0007413113426143629,-0.003653772644611314,XRP,1h,bollinger_mr,mean_reversion,4h,F,False,False
-0.5103,-0.665,-0.3152,-0.648,126,0.8388,0.5085,0.8108,-0.002033,0.9027,0.0096,0.5847,9.3552,-0.38,177,-0.002033,0.036639,-0.7381,0.4614136,88,89,0.0038451599713744335,-0.007844765131045525,XRP,1h,bollinger_mr,mean_reversion,12h,F,False,False
-0.4413,-0.5415,-0.3528,-0.7566,105,0.8511,0.491,0.8823,-0.002546,0.722,0.0091,0.1412,8.8097,-0.4778,167,-0.002546,0.051542,-0.6383,0.52415704,84,83,0.01062371028466039,-0.015874058791368866,XRP,1h,bollinger_mr,mean_reversion,1d,F,False,False
-1.1913,-1.5197,-0.5025,-0.6837,423,0.7836,0.4699,0.8839,-0.001733,0.7815,0.0245,0.038,9.6538,-0.5856,449,-0.001733,0.021305,-1.7232,0.08553924,227,222,-0.001219788790442523,-0.002256984271926084,XRP,1h,rsi_extreme,mean_reversion,4h,F,False,False
-1.9683,-2.1138,-0.7524,-0.9493,324,0.605,0.4737,0.6722,-0.006652,0.525,0.0186,-1.3473,7.574,-0.9273,342,-0.006652,0.043209,-2.8471,0.00467908,169,173,-0.0007389409619451415,-0.012428876027797383,XRP,1h,rsi_extreme,mean_reversion,12h,F,False,False
-1.5612,-1.8115,-0.7152,-0.9474,249,0.6592,0.4906,0.6844,-0.007355,0.5844,0.0146,-0.7559,4.284,-0.9063,267,-0.007355,0.053219,-2.2584,0.02473419,139,128,-0.0006248406212983643,-0.01466411475946916,XRP,1h,rsi_extreme,mean_reversion,1d,F,False,False
-2.0304,-2.7862,-0.8724,-0.9929,2984,0.8417,0.4372,1.0835,-0.001165,1.0367,0.1636,0.2129,21.3548,-0.9851,3001,-0.001165,0.021725,-2.937,0.00333888,1504,1497,-0.00016265155058537036,-0.002171504718021634,XRP,1h,momentum,trend,4h,F,False,False
-0.9616,-1.2229,-0.7147,-0.9531,1265,0.8866,0.4597,1.042,-0.001311,1.0003,0.069,-0.7392,10.1855,-0.9086,1266,-0.001311,0.033538,-1.391,0.16447095,614,652,0.0008435259386354539,-0.0033402293226781933,XRP,1h,momentum,trend,12h,F,False,False
-0.1354,-0.1938,-0.5219,-0.7502,685,0.9775,0.4514,1.1881,-0.000358,1.0646,0.0376,0.2267,6.1616,-0.6464,689,-0.000358,0.047915,-0.1959,0.84475632,341,348,0.00271044471292214,-0.003363888357379437,XRP,1h,momentum,trend,1d,F,False,False
-0.786,-1.1961,-0.5039,-0.7293,939,0.8902,0.4151,1.2544,-0.00078,1.3115,0.052,0.1754,16.258,-0.6165,954,-0.00078,0.021178,-1.1369,0.25586724,481,473,0.00024546267036992304,-0.0018218387464816062,XRP,1h,range_breakout,trend,4h,F,False,False
0.0724,0.1101,-0.2178,-0.6207,405,1.0132,0.4404,1.2873,0.000141,1.285,0.0361,0.6935,12.3894,-0.2621,663,0.000141,0.034785,0.1047,0.91662298,335,328,0.003083072178830864,-0.0028628842554717674,XRP,1h,range_breakout,trend,12h,D,False,False
0.3521,0.6011,-0.0018,-0.6417,256,1.077,0.4606,1.2615,0.001155,1.2253,0.0256,1.5526,12.2698,-0.0024,469,0.001155,0.04913,0.5093,0.61075266,231,238,0.006924749773885675,-0.004444083036781299,XRP,1h,range_breakout,trend,1d,D,False,False
-3.0966,-3.6813,-0.802,-0.9562,1192,0.6561,0.416,0.9209,-0.002369,0.7655,0.0653,-1.9633,34.3595,-0.9525,1197,-0.002369,0.0183,-4.4793,8.21e-06,592,605,-0.001488435394660675,-0.003231165035137741,XRP,1h,macd_scalp,trend,4h,F,False,False
-1.2325,-1.473,-0.6977,-0.9381,801,0.8144,0.4713,0.9137,-0.002075,0.7755,0.0456,-0.5628,15.9974,-0.8918,836,-0.002075,0.03366,-1.7828,0.07498133,409,427,0.0010779572660959288,-0.005095936211433442,XRP,1h,macd_scalp,trend,12h,F,False,False
-0.3479,-0.4566,-0.4818,-0.8252,410,0.9351,0.5073,0.9082,-0.000954,0.9619,0.0299,0.609,12.2096,-0.6536,548,-0.000954,0.044385,-0.5032,0.61502849,267,281,0.0022823332945617874,-0.004029228101662686,XRP,1h,macd_scalp,trend,1d,F,False,False
-1.1264,-1.2246,-0.4591,-0.5465,201,0.7379,0.5153,0.6942,-0.002085,0.71,0.0143,-1.4015,6.3036,-0.4536,262,-0.002085,0.020715,-1.6294,0.10444299,123,139,-0.00046577738062836906,-0.0035182516537066817,XRP,1h,keltner_mr,mean_reversion,4h,F,False,False
-0.902,-0.9665,-0.4678,-0.6978,173,0.7613,0.5271,0.683,-0.00336,0.6772,0.0111,-1.6789,7.3325,-0.5625,203,-0.00336,0.036685,-1.3048,0.19344925,99,104,0.0005317710924537558,-0.007063799757392608,XRP,1h,keltner_mr,mean_reversion,12h,F,False,False
-1.1479,-1.2488,-0.5992,-0.8595,148,0.6693,0.4943,0.6847,-0.006945,0.5459,0.0096,-0.9576,7.4914,-0.78,176,-0.006945,0.055487,-1.6604,0.09861793,90,86,0.004526131027629656,-0.018949104028838218,XRP,1h,keltner_mr,mean_reversion,1d,F,False,False
-0.7743,-1.2751,-0.3978,-0.3511,203,0.7884,0.4167,1.1038,-0.001388,0.9993,0.0111,1.2121,6.8603,-0.27,204,-0.001388,0.017697,-1.12,0.26403475,127,77,0.0002636058409620044,-0.004111256135748889,XRP,1h,dual_ema_adx,trend,4h,F,False,False
-0.5225,-0.9395,-0.3807,-0.3983,169,0.8461,0.4034,1.2512,-0.00158,0.8323,0.0096,1.5425,7.6756,-0.2911,176,-0.00158,0.027728,-0.7557,0.45082549,119,57,-0.00204609812721992,-0.0006054320624447767,XRP,1h,dual_ema_adx,trend,12h,F,False,False
-1.87,-2.5738,-0.6358,-0.7329,161,0.5549,0.3939,0.8537,-0.007314,0.8955,0.009,-0.195,2.2528,-0.7308,165,-0.007314,0.034732,-2.7051,0.00755071,112,53,-0.007223906788393942,-0.007505126754456072,XRP,1h,dual_ema_adx,trend,1d,F,False,False
-0.1192,-0.2211,-0.2649,-0.3741,323,0.9773,0.4338,1.2756,-0.000181,1.3519,0.0268,1.2808,5.1442,-0.1962,491,-0.000181,0.023212,-0.1724,0.8631828,240,251,0.000758170697036531,-0.0010782514586654898,XRP,1h,vol_spike_brk,trend,4h,F,False,False
0.1787,0.3332,-0.05,-0.5018,171,1.0382,0.4221,1.4213,0.000447,1.5222,0.0217,1.0232,3.5911,-0.0517,398,0.000447,0.034459,0.2586,0.79610581,197,201,0.0022338340059350164,-0.0013050568758252838,XRP,1h,vol_spike_brk,trend,12h,D,False,False
-0.1618,-0.3276,-0.4148,-0.584,175,0.9626,0.4337,1.2567,-0.000624,1.3511,0.0181,1.6884,7.0357,-0.4403,332,-0.000624,0.048553,-0.234,0.81511353,164,168,0.005631564527262235,-0.006729825997570797,XRP,1h,vol_spike_brk,trend,1d,F,False,False
-1.9595,-2.3382,-0.6555,-0.8062,910,0.7529,0.4577,0.892,-0.001582,0.8064,0.0497,-1.0093,6.5945,-0.7926,911,-0.001582,0.016842,-2.8345,0.00469138,393,518,-0.0012203178913474024,-0.0018558260645870092,XRP,1h,stoch_cross,mean_reversion,4h,F,False,False
-1.9893,-2.1399,-0.7566,-0.9313,632,0.697,0.4826,0.7471,-0.003517,0.8567,0.0346,-2.0817,14.3303,-0.922,634,-0.003517,0.030774,-2.8776,0.00414195,281,353,-0.0011862412610727977,-0.005372326817542685,XRP,1h,stoch_cross,mean_reversion,12h,F,False,False
-2.0571,-2.2236,-0.8224,-0.974,430,0.6435,0.4787,0.701,-0.006447,0.699,0.0243,-1.6159,8.8407,-0.9659,445,-0.006447,0.045703,-2.9757,0.00308313,198,247,-0.0010530952870388456,-0.010770733313222007,XRP,1h,stoch_cross,mean_reversion,1d,F,False,False
-3.1038,-3.5195,-1.011,-0.9279,836,0.7535,0.4843,0.8024,-0.002313,0.8584,0.121,-2.3052,22.9764,-0.8951,859,-0.002313,0.024263,-2.7935,0.00533013,467,392,-0.0025798699714943553,-0.001994180897151433,RENDER,1h,vwap_mr,mean_reversion,4h,F,False,False
-1.8979,-2.7855,-0.9907,-0.8486,372,0.7846,0.4588,0.9257,-0.003166,0.7798,0.0546,0.5712,8.217,-0.7742,388,-0.003166,0.036511,-1.7082,0.08839998,212,176,-0.0031431596325671852,-0.0031940424101194946,RENDER,1h,vwap_mr,mean_reversion,12h,F,False,False
-1.1817,-1.6544,-1.0029,-0.7574,230,0.8309,0.4684,0.9432,-0.003534,0.7858,0.0334,-0.1981,3.0567,-0.6848,237,-0.003534,0.051155,-1.0636,0.28861167,128,109,-0.0063644788125403326,-0.000210293107238859,RENDER,1h,vwap_mr,mean_reversion,1d,F,False,False
-0.5761,-0.862,-0.7614,-0.5273,766,0.9506,0.4785,1.0361,-0.000359,1.0119,0.108,-0.0043,1.2172,-0.3402,767,-0.000359,0.019153,-0.5185,0.60426059,381,386,-0.0006253901892645449,-9.522314985179224e-05,RENDER,1h,stoch_rsi,mean_reversion,4h,F,False,False
1.2206,1.9904,3.4228,-0.2924,157,1.1661,0.5179,1.0855,0.002068,1.0547,0.059,0.8861,5.965,0.7538,419,0.002068,0.038536,1.0986,0.27257152,217,202,0.00011213058196429584,0.004169613201712821,RENDER,1h,stoch_rsi,mean_reversion,12h,C,False,False
-0.8573,-1.2813,-0.878,-0.8067,112,0.8701,0.4444,1.0876,-0.002661,0.88,0.0342,0.4263,5.7718,-0.6314,243,-0.002661,0.053757,-0.7716,0.44109942,119,124,-0.007195937904756507,0.0016912665388320502,RENDER,1h,stoch_rsi,mean_reversion,1d,F,False,False
-1.3658,-2.1809,-1.0836,-0.7714,1139,0.9087,0.4665,1.0393,-0.000756,1.013,0.2017,1.5502,17.2432,-0.7686,1432,-0.000756,0.023274,-1.2292,0.21918924,590,842,-0.0012678271583821698,-0.00039740006215673143,RENDER,1h,ema_ribbon,trend,4h,F,False,False
-0.0706,-0.1219,-0.6989,-0.5688,358,0.9922,0.4885,1.0389,-0.000104,1.0638,0.0735,1.2275,7.0507,-0.3366,522,-0.000104,0.037427,-0.0636,0.94934354,217,305,-0.0009944152115748124,0.0005292969495197443,RENDER,1h,ema_ribbon,trend,12h,F,False,False
1.0585,2.0199,1.5427,-0.4833,182,1.1623,0.4945,1.1879,0.002826,1.1887,0.0387,0.5898,1.1708,0.5703,275,0.002826,0.049194,0.9527,0.34156678,120,155,-0.001774571425575916,0.006388226521501207,RENDER,1h,ema_ribbon,trend,1d,C,False,False
0.0752,0.0926,-0.0687,-0.1859,21,1.0254,0.5522,0.8314,0.000231,1.0725,0.0094,-0.37,2.5914,-0.0104,67,0.000231,0.027873,0.0677,0.94622025,39,28,0.0042093656420330965,-0.005311319860005072,RENDER,1h,bollinger_mr,mean_reversion,4h,D,False,False
1.093,2.4773,2.0296,-0.2477,26,1.4799,0.5077,1.4351,0.006286,0.9474,0.0092,2.8292,14.9442,0.3908,65,0.006286,0.051515,0.9838,0.32893812,37,28,0.007796199966098252,0.004290232277936298,RENDER,1h,bollinger_mr,mean_reversion,12h,C,False,False
1.5196,2.3082,3.4868,-0.2613,21,1.6361,0.629,0.9649,0.010137,1.1914,0.0087,0.5393,3.5689,0.6898,62,0.010137,0.058364,1.3677,0.17643552,36,26,0.010145219275355813,0.010126744724012841,RENDER,1h,bollinger_mr,mean_reversion,1d,B,False,False
-1.2916,-1.6382,-1.0869,-0.3871,193,0.7889,0.4742,0.8746,-0.001991,0.6014,0.0273,-0.293,3.1224,-0.3574,194,-0.001991,0.02386,-1.1625,0.24647657,103,91,-0.00055734168203664,-0.0036145466161720146,RENDER,1h,rsi_extreme,mean_reversion,4h,F,False,False
-1.5513,-2.2003,-1.0039,-0.5969,137,0.7383,0.493,0.7594,-0.004467,0.7178,0.02,-0.4689,1.4686,-0.5232,142,-0.004467,0.038126,-1.3962,0.164844,79,63,-0.0001401222552671498,-0.009893011087302799,RENDER,1h,rsi_extreme,mean_reversion,12h,F,False,False
0.5997,0.8668,0.4132,-0.465,25,1.1319,0.5556,0.9055,0.002689,0.887,0.0165,-0.5551,0.6812,0.153,117,0.002689,0.053894,0.5397,0.59042332,69,48,0.0031469662361077798,0.0020310345892890123,RENDER,1h,rsi_extreme,mean_reversion,1d,C,False,False
-2.9823,-3.9937,-1.0271,-0.9472,1454,0.8131,0.4657,0.9329,-0.001706,0.907,0.2053,-0.1748,15.2367,-0.9463,1458,-0.001706,0.024272,-2.6842,0.0073536,710,748,-0.0019290805408643198,-0.0014946413163720743,RENDER,1h,momentum,trend,4h,F,False,False
-0.5884,-0.9398,-0.8675,-0.787,546,0.939,0.4881,0.9848,-0.000907,0.8972,0.077,0.7045,5.3944,-0.6054,547,-0.000907,0.040064,-0.5296,0.59659167,254,293,-0.0017053610045080394,-0.00021538034020560215,RENDER,1h,momentum,trend,12h,F,False,False
-0.3527,-0.4864,-0.7415,-0.8267,164,0.95,0.507,0.9237,-0.001062,1.0476,0.04,-0.5868,4.636,-0.5365,284,-0.001062,0.05638,-0.3174,0.75115827,135,149,-0.0036353157029291048,0.001269619856803293,RENDER,1h,momentum,trend,1d,F,False,False
-0.0533,-0.098,-0.6319,-0.3949,404,0.9914,0.4642,1.1444,-7.8e-05,1.0088,0.057,4.4184,48.3823,-0.2075,405,-7.8e-05,0.032773,-0.048,0.96176398,199,206,-6.841282538228915e-05,-8.749674124563958e-05,RENDER,1h,range_breakout,trend,4h,F,False,False
-0.2411,-0.3373,-0.5953,-0.6408,183,0.9631,0.4947,0.9837,-0.000528,1.2164,0.0399,-0.0132,10.3176,-0.3224,283,-0.000528,0.040954,-0.217,0.82836733,133,150,0.00011617734674912743,-0.0010996790368354762,RENDER,1h,range_breakout,trend,12h,F,False,False
-0.9475,-1.2437,-0.8694,-0.816,168,0.8447,0.4769,0.9265,-0.003455,0.9401,0.0275,-0.776,4.4783,-0.6325,195,-0.003455,0.056573,-0.8528,0.39480887,91,104,-0.0072102436384531106,-0.00016915169108872884,RENDER,1h,range_breakout,trend,1d,F,False,False
-0.5378,-0.6225,-0.7791,-0.4887,345,0.932,0.4989,0.9363,-0.000566,1.0247,0.0621,-1.9831,20.648,-0.3217,441,-0.000566,0.024569,-0.4841,0.62857484,216,225,-0.00165517228329837,0.00047894454171596606,RENDER,1h,macd_scalp,trend,4h,F,False,False
-0.2531,-0.395,-0.811,-0.49,312,0.9657,0.4682,1.0971,-0.000513,0.9408,0.0442,0.2982,4.0816,-0.3366,314,-0.000513,0.039927,-0.2278,0.81997098,160,154,-0.0037097449545785933,0.0028078296037942303,RENDER,1h,macd_scalp,trend,12h,F,False,False
-0.8305,-1.2327,-0.9103,-0.7236,169,0.873,0.4976,0.8814,-0.002738,1.0253,0.0294,-0.2385,1.6184,-0.5814,209,-0.002738,0.052957,-0.7475,0.45562691,98,111,-0.0027358121483481304,-0.002739999589384015,RENDER,1h,macd_scalp,trend,1d,F,False,False
0.8435,1.0452,1.2332,-0.1957,47,1.2124,0.5656,0.9312,0.001769,1.04,0.0172,-0.7367,3.5837,0.1914,122,0.001769,0.025739,0.7592,0.44922379,64,58,0.002989588678723211,0.00042235353654799363,RENDER,1h,keltner_mr,mean_reversion,4h,C,False,False
-0.7942,-0.84,-0.7887,-0.5686,96,0.8091,0.5149,0.7624,-0.003474,1.0603,0.0142,-2.0908,9.7423,-0.3824,101,-0.003474,0.04884,-0.7148,0.47639661,54,47,0.0025225220499678017,-0.01036307017579527,RENDER,1h,keltner_mr,mean_reversion,12h,F,False,False
0.417,0.4858,0.1177,-0.4693,84,1.1152,0.6136,0.7022,0.002489,0.7459,0.0124,-0.8863,1.5725,0.0445,88,0.002489,0.062197,0.3753,0.70831464,51,37,0.012363046607846097,-0.011121999502114488,RENDER,1h,keltner_mr,mean_reversion,1d,D,False,False
0.3349,0.8176,0.4185,-0.1233,21,1.1114,0.4242,1.5084,0.000903,1.2617,0.0093,1.4245,2.6294,0.0416,66,0.000903,0.024341,0.3014,0.76406532,37,29,0.0028157357686260315,-0.0015371937563240683,RENDER,1h,dual_ema_adx,trend,4h,D,False,False
0.6594,1.151,0.7421,-0.2084,28,1.207,0.5484,0.994,0.002364,1.3696,0.0087,-0.0408,0.0694,0.1235,62,0.002364,0.031369,0.5935,0.55505371,35,27,-0.0010170392205729748,0.006747579065556588,RENDER,1h,dual_ema_adx,trend,12h,C,False,False
0.7676,1.3984,1.1197,-0.2458,34,1.2781,0.4815,1.3765,0.005046,1.1901,0.0076,0.3957,0.2232,0.2177,54,0.005046,0.053674,0.6909,0.49265881,31,23,0.002346447237885241,0.008685042994882973,RENDER,1h,dual_ema_adx,trend,1d,C,False,False
0.9009,2.0329,1.8982,-0.2287,95,1.2325,0.4785,1.3433,0.002198,1.1673,0.0262,3.758,25.7576,0.3392,186,0.002198,0.036963,0.8109,0.41848274,84,102,0.005099455096824608,-0.00019204570431018332,RENDER,1h,vol_spike_brk,trend,4h,C,False,False
1.535,2.6922,3.9132,-0.2682,30,1.3727,0.5528,1.1105,0.004407,1.3042,0.0227,1.1483,5.4074,0.7883,161,0.004407,0.040477,1.3816,0.16902901,70,91,0.010649828269124454,-0.0003947925405681175,RENDER,1h,vol_spike_brk,trend,12h,C,False,False
