sharpe,sortino,calmar,max_drawdown,max_dd_duration,profit_factor,win_rate,payoff_ratio,expectancy,tail_ratio,time_in_market,skewness,kurtosis,total_return,n_trades,mean_return,std_return,t_stat,p_value,asset,timeframe,strategy,type,holding,holding_bars,grade,pass_raw,pass_bonf
-1.5248,-2.3689,-0.8707,-0.947,1684,0.8783,0.4591,1.0348,-0.001275,0.9617,0.0302,0.4637,4.4574,-0.9375,1686,-0.001275,0.027202,-1.9244,0.05447819,NEAR,15m,range_breakout,tr,6h,24,F,False,False
-1.5096,-2.148,-0.875,-0.9561,1364,0.8673,0.4777,0.9485,-0.001617,0.9255,0.0244,-0.0292,3.6137,-0.9441,1365,-0.001617,0.031358,-1.9051,0.05697258,NEAR,15m,range_breakout,tr,8h,32,F,False,False
-0.8122,-1.2352,-0.779,-0.9217,972,0.9122,0.4687,1.0342,-0.001296,0.9251,0.0174,0.3796,4.6118,-0.8668,973,-0.001296,0.039429,-1.025,0.30561496,NEAR,15m,range_breakout,tr,12h,48,F,False,False
-0.2749,-0.4419,-0.6053,-0.8362,705,0.9665,0.4724,1.0793,-0.000544,0.9927,0.0136,0.38,2.733,-0.6749,762,-0.000544,0.043272,-0.3469,0.72876179,NEAR,15m,range_breakout,tr,16h,64,F,False,False
-0.9724,-1.5998,-0.7837,-0.9508,447,0.868,0.4428,1.0924,-0.002748,1.1327,0.0095,0.3419,1.7129,-0.8867,533,-0.002748,0.051699,-1.2271,0.22031046,NEAR,15m,range_breakout,tr,24h,96,F,False,False
-11.8961,-18.2266,-0.9893,-0.9993,7088,0.6049,0.3866,0.9599,-0.000986,0.8459,0.1274,0.5385,8.1466,-0.9992,7114,-0.000986,0.005539,-15.0132,0.0,NEAR,15m,macd_scalp,tr,15m,1,F,False,False
-9.1614,-13.3041,-0.9922,-0.9995,6277,0.6489,0.4119,0.9265,-0.001181,0.8248,0.1124,1.7965,53.7434,-0.9995,6278,-0.001181,0.008094,-11.562,0.0,NEAR,15m,macd_scalp,tr,30m,2,F,False,False
-7.812,-11.1329,-0.9915,-0.9995,5690,0.6869,0.42,0.9487,-0.001269,0.8849,0.1019,0.3618,11.8621,-0.9994,5691,-0.001269,0.009708,-9.8589,0.0,NEAR,15m,macd_scalp,tr,45m,3,F,False,False
-6.4683,-8.9285,-0.9877,-0.999,5248,0.725,0.4315,0.9551,-0.001249,0.8743,0.094,-0.308,6.5978,-0.999,5249,-0.001249,0.011083,-8.1632,0.0,NEAR,15m,macd_scalp,tr,1h,4,F,False,False
-5.2368,-7.1074,-0.9838,-0.9984,4527,0.752,0.4437,0.9429,-0.001325,0.8955,0.0811,-0.524,14.192,-0.9984,4528,-0.001325,0.013492,-6.609,0.0,NEAR,15m,macd_scalp,tr,1.5h,6,F,False,False
-5.1509,-6.9213,-0.9883,-0.9991,3956,0.7415,0.4486,0.9115,-0.001634,0.8263,0.0709,-0.5772,14.7926,-0.9991,3957,-0.001634,0.015816,-6.5006,0.0,NEAR,15m,macd_scalp,tr,2h,8,F,False,False
-4.358,-5.9255,-0.9814,-0.9983,3094,0.7547,0.4371,0.9719,-0.001828,0.8929,0.0555,-0.3951,7.1321,-0.998,3100,-0.001828,0.018504,-5.4999,4e-08,NEAR,15m,macd_scalp,tr,3h,12,F,False,False
-2.7196,-3.545,-0.9408,-0.99,2354,0.824,0.4711,0.9251,-0.001448,0.8849,0.0455,-0.6559,6.5052,-0.986,2543,-0.001448,0.021269,-3.4322,0.00060817,NEAR,15m,macd_scalp,tr,4h,16,F,False,False
-1.5173,-2.2156,-0.8866,-0.9464,1861,0.8821,0.4726,0.9843,-0.001198,0.9757,0.0333,0.2542,5.1711,-0.9455,1862,-0.001198,0.026989,-1.9148,0.05566551,NEAR,15m,macd_scalp,tr,6h,24,F,False,False
-0.1063,-0.153,-0.5724,-0.7423,1135,0.9902,0.4858,1.0483,-0.000109,0.9937,0.0264,0.0253,5.023,-0.5857,1474,-0.000109,0.031218,-0.1341,0.89332003,NEAR,15m,macd_scalp,tr,8h,32,F,False,False
-0.4275,-0.5947,-0.6161,-0.905,917,0.9559,0.5005,0.9541,-0.000605,0.9085,0.0184,-0.4615,3.7938,-0.7271,1029,-0.000605,0.035961,-0.5395,0.58964304,NEAR,15m,macd_scalp,tr,12h,48,F,False,False
-2.2666,-3.2846,-0.9382,-0.9848,793,0.7606,0.4642,0.8781,-0.004259,0.8756,0.0142,-0.0436,1.7783,-0.9835,795,-0.004259,0.041979,-2.8605,0.00434051,NEAR,15m,macd_scalp,tr,16h,64,F,False,False
-0.3393,-0.5297,-0.6404,-0.8515,451,0.9525,0.4652,1.0951,-0.000951,1.0173,0.0098,0.2306,2.7849,-0.715,546,-0.000951,0.05192,-0.4282,0.66866645,NEAR,15m,macd_scalp,tr,24h,96,F,False,False
-4.499,-6.2977,-0.7876,-0.7916,1608,0.664,0.4307,0.8776,-0.000944,0.8229,0.0288,0.3222,6.8709,-0.7889,1609,-0.000944,0.00667,-5.6778,2e-08,NEAR,15m,keltner_mr,mr,15m,1,F,False,False
-3.0754,-4.3181,-0.7737,-0.7721,1438,0.7461,0.4634,0.8639,-0.000956,0.8234,0.0259,0.1256,5.4183,-0.7652,1448,-0.000956,0.009376,-3.8812,0.00010861,NEAR,15m,keltner_mr,mr,30m,2,F,False,False
-2.3837,-3.2201,-0.7595,-0.7429,1245,0.7881,0.4618,0.9184,-0.000936,0.8046,0.0237,-0.1405,5.0373,-0.7337,1323,-0.000936,0.011312,-3.0083,0.00267704,NEAR,15m,keltner_mr,mr,45m,3,F,False,False
-1.0482,-1.4949,-0.6223,-0.5463,1008,0.8989,0.4967,0.9107,-0.000463,0.9359,0.022,0.1704,3.9641,-0.4841,1228,-0.000463,0.012278,-1.3229,0.18611387,NEAR,15m,keltner_mr,mr,1h,4,F,False,False
-1.1768,-1.4947,-0.6437,-0.6579,867,0.8775,0.4973,0.887,-0.000671,0.8067,0.02,-0.6308,9.9009,-0.5841,1116,-0.000671,0.015093,-1.4852,0.13777122,NEAR,15m,keltner_mr,mr,1.5h,6,F,False,False
-1.1249,-1.4877,-0.6432,-0.6936,812,0.8813,0.4723,0.9845,-0.00075,0.8789,0.0188,-0.3233,5.7411,-0.6097,1048,-0.00075,0.01711,-1.4197,0.15599026,NEAR,15m,keltner_mr,mr,2h,8,F,False,False
-0.8719,-1.2172,-0.6623,-0.6221,903,0.9054,0.4776,0.9903,-0.00069,0.9616,0.0172,-0.1702,3.5756,-0.5708,961,-0.00069,0.019444,-1.1004,0.2714549,NEAR,15m,keltner_mr,mr,3h,12,F,False,False
-1.3978,-1.8242,-0.7381,-0.7965,845,0.8456,0.48,0.9159,-0.001312,0.8976,0.0162,-0.4832,3.9559,-0.7563,902,-0.001312,0.022342,-1.7641,0.07805471,NEAR,15m,keltner_mr,mr,4h,16,F,False,False
-0.8136,-1.2122,-0.6657,-0.7262,632,0.9031,0.4769,0.9905,-0.000962,0.9664,0.0143,0.2455,3.7975,-0.6508,801,-0.000962,0.026517,-1.0267,0.3048488,NEAR,15m,keltner_mr,mr,6h,24,F,False,False
-0.1642,-0.2596,-0.426,-0.6219,509,0.9789,0.4902,1.0179,-0.000233,1.0425,0.0128,0.316,2.2127,-0.3875,716,-0.000233,0.030122,-0.2072,0.83591624,NEAR,15m,keltner_mr,mr,8h,32,F,False,False
-0.7355,-0.9889,-0.7581,-0.7691,409,0.895,0.4863,0.9455,-0.001556,1.0476,0.0104,-0.4106,8.0604,-0.7517,582,-0.001556,0.040446,-0.9282,0.35369281,NEAR,15m,keltner_mr,mr,12h,48,F,False,False
-1.0628,-1.4265,-0.7986,-0.8335,497,0.8499,0.492,0.8775,-0.002555,0.8337,0.009,-0.5712,3.4019,-0.8253,500,-0.002555,0.042603,-1.3413,0.18044113,NEAR,15m,keltner_mr,mr,16h,64,F,False,False
-0.0744,-0.1148,-0.3929,-0.8341,247,0.9872,0.5064,0.9622,-0.00025,1.0741,0.007,0.1527,1.5682,-0.4687,389,-0.00025,0.052487,-0.0939,0.92526012,NEAR,15m,keltner_mr,mr,24h,96,F,False,False
-5.6917,-8.4952,-0.8085,-0.8324,1817,0.6257,0.4035,0.9249,-0.000962,0.8809,0.0326,0.2922,3.6474,-0.8314,1819,-0.000962,0.005711,-7.1831,0.0,NEAR,15m,dual_ema_adx,tr,15m,1,F,False,False
-5.8506,-8.5215,-0.8539,-0.9071,1657,0.6067,0.3984,0.916,-0.001399,0.8057,0.0297,0.0792,3.842,-0.9067,1659,-0.001399,0.007718,-7.3836,0.0,NEAR,15m,dual_ema_adx,tr,30m,2,F,False,False
-4.2839,-6.0393,-0.8356,-0.8732,1570,0.6849,0.4179,0.9539,-0.00128,0.8799,0.0281,-0.2194,4.0935,-0.8755,1572,-0.00128,0.00939,-5.4064,7e-08,NEAR,15m,dual_ema_adx,tr,45m,3,F,False,False
-4.1676,-6.0813,-0.8509,-0.898,1487,0.6819,0.4191,0.9453,-0.001485,0.9434,0.0267,0.1471,4.4721,-0.8998,1489,-0.001485,0.010892,-5.2597,1.7e-07,NEAR,15m,dual_ema_adx,tr,1h,4,F,False,False
-3.9609,-5.7635,-0.8638,-0.9187,1358,0.6846,0.4309,0.9043,-0.001762,0.8232,0.0244,0.2275,4.7239,-0.919,1360,-0.001762,0.012998,-4.9988,6.5e-07,NEAR,15m,dual_ema_adx,tr,1.5h,6,F,False,False
-3.5141,-5.3554,-0.862,-0.9197,1276,0.7127,0.439,0.9109,-0.001848,0.8771,0.0229,0.2823,2.7623,-0.9184,1278,-0.001848,0.0149,-4.4349,1e-05,NEAR,15m,dual_ema_adx,tr,2h,8,F,False,False
-2.8417,-4.3082,-0.869,-0.9195,1172,0.752,0.4404,0.9557,-0.001993,0.9695,0.021,0.2077,2.1902,-0.9224,1174,-0.001993,0.019044,-3.5863,0.00034922,NEAR,15m,dual_ema_adx,tr,3h,12,F,False,False
-1.6023,-2.382,-0.8182,-0.8392,1103,0.8421,0.4516,1.0227,-0.001405,0.9937,0.0198,0.2003,4.4178,-0.8425,1105,-0.001405,0.023093,-2.0221,0.0434072,NEAR,15m,dual_ema_adx,tr,4h,16,F,False,False
-1.3942,-1.9082,-0.8092,-0.8718,931,0.8484,0.4513,1.0315,-0.001623,0.9558,0.0171,-0.6492,11.8477,-0.8573,955,-0.001623,0.028501,-1.7595,0.07881609,NEAR,15m,dual_ema_adx,tr,6h,24,F,False,False
-1.2378,-1.6293,-0.8141,-0.8631,843,0.8573,0.4882,0.8989,-0.001746,0.962,0.0151,-0.7555,8.4675,-0.8551,844,-0.001746,0.032476,-1.5621,0.11863054,NEAR,15m,dual_ema_adx,tr,8h,32,F,False,False
-2.2103,-2.8114,-0.9111,-0.9692,651,0.7411,0.4768,0.8131,-0.004154,0.8253,0.0124,-0.7674,4.9912,-0.9672,690,-0.004154,0.039121,-2.7895,0.00542544,NEAR,15m,dual_ema_adx,tr,12h,48,F,False,False
-1.8113,-2.5466,-0.8695,-0.9676,557,0.7705,0.4623,0.8959,-0.004162,0.8761,0.0102,-0.1817,2.845,-0.9467,571,-0.004162,0.043512,-2.2859,0.02262449,NEAR,15m,dual_ema_adx,tr,16h,64,F,False,False
-0.678,-0.9693,-0.7324,-0.8609,422,0.8941,0.4711,1.0037,-0.002199,0.9148,0.0078,-0.24,3.5491,-0.7952,433,-0.002199,0.053482,-0.8556,0.39269397,NEAR,15m,dual_ema_adx,tr,24h,96,F,False,False
-4.3011,-6.9041,-0.8387,-0.9044,2103,0.6958,0.3948,1.0667,-0.001037,0.9667,0.0377,2.2779,35.7944,-0.896,2105,-0.001037,0.008764,-5.4281,6e-08,NEAR,15m,vol_spike_brk,tr,15m,1,F,False,False
-4.0458,-6.386,-0.8721,-0.9399,1796,0.6915,0.4029,1.0249,-0.001446,0.8722,0.0322,2.3937,39.7694,-0.9346,1797,-0.001446,0.012005,-5.1059,3.6e-07,NEAR,15m,vol_spike_brk,tr,30m,2,F,False,False
-3.5018,-5.2383,-0.8576,-0.9241,1661,0.7295,0.4103,1.0483,-0.001421,0.9189,0.0298,0.7658,10.8359,-0.9183,1662,-0.001421,0.013104,-4.4193,1.054e-05,NEAR,15m,vol_spike_brk,tr,45m,3,F,False,False
-3.0631,-4.5899,-0.8554,-0.9212,1585,0.7522,0.4155,1.0581,-0.001447,0.9025,0.0284,0.8387,10.6515,-0.9155,1586,-0.001447,0.014902,-3.8657,0.00011522,NEAR,15m,vol_spike_brk,tr,1h,4,F,False,False
-2.6158,-4.1873,-0.8486,-0.9189,1476,0.7782,0.4191,1.0787,-0.001483,1.0269,0.0264,1.263,13.3801,-0.9102,1477,-0.001483,0.017265,-3.3012,0.00098576,NEAR,15m,vol_spike_brk,tr,1.5h,6,F,False,False
-2.2619,-3.6671,-0.835,-0.9036,1403,0.8044,0.4316,1.0593,-0.00142,1.0147,0.0251,0.9744,7.2394,-0.8932,1404,-0.00142,0.018638,-2.8546,0.00437241,NEAR,15m,vol_spike_brk,tr,2h,8,F,False,False
-1.8314,-2.9784,-0.8246,-0.8909,1275,0.8359,0.4376,1.0742,-0.001393,1.0436,0.0232,0.7304,5.1919,-0.8792,1298,-0.001393,0.021714,-2.3113,0.0209726,NEAR,15m,vol_spike_brk,tr,3h,12,F,False,False
-1.0148,-1.6694,-0.6821,-0.8631,1191,0.902,0.4526,1.0909,-0.000881,1.0479,0.0217,0.7192,4.0336,-0.7571,1213,-0.000881,0.023971,-1.2806,0.20056371,NEAR,15m,vol_spike_brk,tr,4h,16,F,False,False
-1.4505,-2.1537,-0.8071,-0.919,1062,0.8559,0.4775,0.9364,-0.001607,0.9055,0.0191,0.2976,4.1896,-0.8842,1068,-0.001607,0.028682,-1.8306,0.06744187,NEAR,15m,vol_spike_brk,tr,6h,24,F,False,False
-0.9969,-1.4347,-0.7569,-0.9156,908,0.8901,0.4876,0.9355,-0.001433,0.9541,0.0166,0.2412,4.4947,-0.8476,925,-0.001433,0.034634,-1.2581,0.20867141,NEAR,15m,vol_spike_brk,tr,8h,32,F,False,False
-0.6654,-1.096,-0.7,-0.8951,714,0.9171,0.4588,1.0816,-0.001275,1.039,0.0133,0.8286,4.6651,-0.7917,741,-0.001275,0.041343,-0.8397,0.40133779,NEAR,15m,vol_spike_brk,tr,12h,48,F,False,False
1.1302,1.9391,1.5635,-0.5207,248,1.1667,0.509,1.1254,0.002428,1.1523,0.0109,0.4177,1.6734,1.582,611,0.002428,0.042084,1.4264,0.15427603,NEAR,15m,vol_spike_brk,tr,16h,64,C,False,False
-0.4334,-0.6593,-0.6442,-0.8661,441,0.9322,0.4858,0.9867,-0.001384,0.9466,0.0082,0.3179,3.3246,-0.7275,457,-0.001384,0.054093,-0.5469,0.5847065,NEAR,15m,vol_spike_brk,tr,24h,96,F,False,False
-7.8495,-9.8945,-0.9165,-0.9722,3380,0.6067,0.4221,0.8308,-0.001026,0.78,0.0605,-1.007,11.3746,-0.9707,3381,-0.001026,0.00602,-9.9063,0.0,NEAR,15m,stoch_cross,mr,15m,1,F,False,False
-5.9301,-7.9441,-0.9237,-0.9755,3380,0.6942,0.4312,0.9156,-0.001056,0.8126,0.0605,-0.4508,5.1969,-0.9749,3381,-0.001056,0.008201,-7.4839,0.0,NEAR,15m,stoch_cross,mr,30m,2,F,False,False
-4.9713,-6.4488,-0.9216,-0.9753,3263,0.7306,0.4522,0.885,-0.00107,0.8382,0.0584,-0.7245,7.4908,-0.974,3264,-0.00107,0.009741,-6.2739,0.0,NEAR,15m,stoch_cross,mr,45m,3,F,False,False
-4.4593,-5.8385,-0.9235,-0.9765,3145,0.7511,0.4568,0.8933,-0.001113,0.8344,0.0563,-0.5419,5.2324,-0.9752,3146,-0.001113,0.011088,-5.6278,2e-08,NEAR,15m,stoch_cross,mr,1h,4,F,False,False
-3.3476,-4.2478,-0.9069,-0.9615,2772,0.7936,0.4735,0.8824,-0.001087,0.8715,0.0497,-0.8674,8.0558,-0.9621,2773,-0.001087,0.013551,-4.2247,2.47e-05,NEAR,15m,stoch_cross,mr,1.5h,6,F,False,False
-2.7528,-3.7026,-0.8923,-0.9464,2522,0.8232,0.4732,0.9163,-0.001056,0.9276,0.0452,-0.4236,4.8193,-0.9484,2523,-0.001056,0.015275,-3.4741,0.00052116,NEAR,15m,stoch_cross,mr,2h,8,F,False,False
-1.9453,-2.4915,-0.8614,-0.9314,2052,0.857,0.4826,0.9187,-0.001024,0.9429,0.0381,-0.822,10.5736,-0.9244,2130,-0.001024,0.019244,-2.4551,0.01416504,NEAR,15m,stoch_cross,mr,3h,12,F,False,False
-2.2727,-2.899,-0.8931,-0.9592,1778,0.8272,0.4862,0.874,-0.001434,0.8613,0.0332,-0.8319,7.3414,-0.9547,1853,-0.001434,0.021516,-2.8682,0.00417463,NEAR,15m,stoch_cross,mr,4h,16,F,False,False
-1.6126,-2.1915,-0.868,-0.9316,1438,0.8575,0.472,0.9592,-0.001449,0.914,0.0259,-0.2018,5.8767,-0.9282,1447,-0.001449,0.027082,-2.0352,0.04201775,NEAR,15m,stoch_cross,mr,6h,24,F,False,False
-0.9679,-1.4536,-0.7325,-0.9378,678,0.9071,0.4591,1.0688,-0.001077,1.0186,0.0215,0.0958,3.724,-0.8427,1198,-0.001077,0.030511,-1.2216,0.22211582,NEAR,15m,stoch_cross,mr,8h,32,F,False,False
-0.6916,-0.9037,-0.7334,-0.8924,693,0.9221,0.4917,0.9534,-0.001118,0.9315,0.0161,-0.8095,5.8158,-0.816,901,-0.001118,0.038437,-0.8728,0.38300972,NEAR,15m,stoch_cross,mr,12h,48,F,False,False
0.2211,0.3075,-0.2845,-0.7205,459,1.0286,0.5105,0.9864,0.000454,1.1349,0.0128,-0.4748,3.0801,-0.3061,715,0.000454,0.043554,0.279,0.78031918,NEAR,15m,stoch_cross,mr,16h,64,D,False,False
-0.1571,-0.2295,-0.5575,-0.8143,346,0.977,0.503,0.9655,-0.00047,0.9471,0.009,-0.2299,1.0799,-0.6185,505,-0.00047,0.053283,-0.1982,0.8429379,NEAR,15m,stoch_cross,mr,24h,96,F,False,False
-16.9644,-19.7329,-1.0,-1.0,22829,0.6251,0.4378,0.8027,-0.000969,0.7461,0.4091,-5.2971,641.6901,-1.0,22846,-0.000969,0.006843,-21.4096,0.0,OP,15m,vwap_mr,mr,15m,1,F,False,False
-8.9841,-10.2709,-0.9998,-1.0,12788,0.7136,0.4632,0.8271,-0.000978,0.7733,0.2299,-4.8495,489.187,-1.0,12838,-0.000978,0.009778,-11.3382,0.0,OP,15m,vwap_mr,mr,30m,2,F,False,False
-7.0625,-8.3108,-0.9977,-0.9999,9295,0.7578,0.4729,0.8447,-0.000977,0.815,0.1671,-2.9285,68.513,-0.9999,9332,-0.000977,0.010594,-8.913,0.0,OP,15m,vwap_mr,mr,45m,3,F,False,False
-5.5552,-6.6186,-0.9934,-0.9997,7452,0.7833,0.4792,0.8513,-0.000985,0.8465,0.134,-2.0889,38.8443,-0.9996,7481,-0.000985,0.012152,-7.0108,0.0,OP,15m,vwap_mr,mr,1h,4,F,False,False
-3.7773,-4.5237,-0.9766,-0.9976,5523,0.827,0.4887,0.8652,-0.00094,0.8866,0.0993,-2.0344,34.2898,-0.9971,5545,-0.00094,0.01468,-4.767,1.92e-06,OP,15m,vwap_mr,mr,1.5h,6,F,False,False
-2.6193,-3.2013,-0.9482,-0.9886,4498,0.8635,0.4947,0.8821,-0.000833,0.8774,0.0807,-1.1743,15.9493,-0.9879,4506,-0.000833,0.016921,-3.3057,0.00095494,OP,15m,vwap_mr,mr,2h,8,F,False,False
-1.1645,-1.5117,-0.8418,-0.951,2623,0.9255,0.4961,0.9401,-0.000542,0.9487,0.0595,-0.4987,37.1551,-0.9233,3324,-0.000542,0.021265,-1.4697,0.14174757,OP,15m,vwap_mr,mr,3h,12,F,False,False
-1.131,-1.4764,-0.8199,-0.9508,2516,0.9237,0.5,0.9237,-0.000634,0.9299,0.0478,-0.5425,6.6784,-0.91,2672,-0.000634,0.022964,-1.4273,0.15360075,OP,15m,vwap_mr,mr,4h,16,F,False,False
-0.7536,-1.0302,-0.7435,-0.9687,1508,0.9381,0.4873,0.987,-0.000627,0.982,0.0346,0.0121,12.8506,-0.8685,1931,-0.000627,0.02898,-0.951,0.34171231,OP,15m,vwap_mr,mr,6h,24,F,False,False
-0.1523,-0.2592,-0.5767,-0.9452,1070,0.9845,0.4679,1.1198,-0.000183,0.9933,0.027,3.2049,41.4868,-0.7148,1509,-0.000183,0.037064,-0.1922,0.8476208,OP,15m,vwap_mr,mr,8h,32,F,False,False
-0.9094,-1.3282,-0.8051,-0.9481,744,0.9065,0.4891,0.9471,-0.001401,0.8865,0.0188,0.3297,5.6617,-0.8993,1051,-0.001401,0.039567,-1.1477,0.25134817,OP,15m,vwap_mr,mr,12h,48,F,False,False
-0.8649,-1.2881,-0.7918,-0.9369,632,0.899,0.479,0.9779,-0.001695,0.9115,0.0145,0.4022,5.2559,-0.8843,808,-0.001695,0.044149,-1.0915,0.27536079,OP,15m,vwap_mr,mr,16h,64,F,False,False
-0.7006,-1.0275,-0.7927,-0.9183,338,0.9047,0.4982,0.9113,-0.002131,0.9065,0.0099,-0.0044,2.8131,-0.8742,552,-0.002131,0.056623,-0.8842,0.37697768,OP,15m,vwap_mr,mr,24h,96,F,False,False
-11.3258,-15.7664,-0.9863,-0.9988,6479,0.5939,0.4114,0.8497,-0.001017,0.7573,0.116,0.5163,26.358,-0.9988,6480,-0.001017,0.005727,-14.2935,0.0,OP,15m,stoch_rsi,mr,15m,1,F,False,False
-6.2649,-10.1166,-0.9841,-0.9985,6479,0.7101,0.442,0.8965,-0.000952,0.8141,0.116,15.4237,746.2245,-0.9984,6480,-0.000952,0.009688,-7.9065,0.0,OP,15m,stoch_rsi,mr,30m,2,F,False,False
-6.4163,-8.8434,-0.9884,-0.9991,6348,0.7308,0.4522,0.8854,-0.001045,0.8427,0.1138,2.6865,112.0431,-0.9991,6354,-0.001045,0.010284,-8.0976,0.0,OP,15m,stoch_rsi,mr,45m,3,F,False,False
-5.839,-7.9056,-0.9884,-0.9991,6102,0.7521,0.4555,0.8989,-0.001077,0.8123,0.1094,1.2602,58.4286,-0.9991,6107,-0.001077,0.01142,-7.369,0.0,OP,15m,stoch_rsi,mr,1h,4,F,False,False
-3.3581,-4.5299,-0.9567,-0.9938,5057,0.8349,0.4733,0.929,-0.000847,0.9019,0.0906,0.5912,51.4107,-0.9917,5058,-0.000847,0.014208,-4.238,2.296e-05,OP,15m,stoch_rsi,mr,1.5h,6,F,False,False
-2.3207,-3.2163,-0.9209,-0.9748,4292,0.8776,0.4765,0.9642,-0.000716,0.9138,0.0769,0.23,17.9652,-0.9735,4296,-0.000716,0.016034,-2.9288,0.0034209,OP,15m,stoch_rsi,mr,2h,8,F,False,False
-2.4169,-3.4222,-0.9336,-0.9788,3248,0.8577,0.4811,0.9252,-0.001019,0.9159,0.0582,0.3419,8.2007,-0.9798,3251,-0.001019,0.019049,-3.0502,0.00230554,OP,15m,stoch_rsi,mr,3h,12,F,False,False
-1.1033,-1.6177,-0.8341,-0.9154,2632,0.9234,0.4834,0.9868,-0.000612,0.9646,0.0475,1.0437,16.1852,-0.8994,2652,-0.000612,0.022643,-1.3924,0.16391345,OP,15m,stoch_rsi,mr,4h,16,F,False,False
-0.9416,-1.2464,-0.8663,-0.8861,1921,0.9229,0.4886,0.9662,-0.000783,0.9188,0.0344,-0.5371,20.5306,-0.9022,1922,-0.000783,0.02887,-1.1884,0.23483554,OP,15m,stoch_rsi,mr,6h,24,F,False,False
-0.4863,-0.6869,-0.6782,-0.9059,1488,0.9557,0.492,0.9867,-0.000502,0.883,0.0269,0.0478,7.5948,-0.7807,1504,-0.000502,0.031749,-0.6137,0.53952672,OP,15m,stoch_rsi,mr,8h,32,F,False,False
0.1314,0.1878,-0.3842,-0.8207,823,1.0141,0.4976,1.0238,0.000201,0.9709,0.0189,-0.0348,3.0154,-0.453,1053,0.000201,0.039254,0.1659,0.86830008,OP,15m,stoch_rsi,mr,12h,48,D,False,False
-0.6693,-0.9485,-0.7646,-0.9162,800,0.9221,0.4882,0.9665,-0.001342,0.9882,0.0145,-0.2732,3.8567,-0.8534,807,-0.001342,0.045136,-0.8447,0.3985181,OP,15m,stoch_rsi,mr,16h,64,F,False,False
-0.9371,-1.401,-0.8586,-0.9028,549,0.8758,0.4964,0.8886,-0.002767,0.9333,0.0099,-0.118,2.0576,-0.9071,552,-0.002767,0.054963,-1.1826,0.237471,OP,15m,stoch_rsi,mr,24h,96,F,False,False
-26.3311,-38.1588,-1.0,-1.0,42470,0.6076,0.3983,0.9179,-0.001013,0.8209,0.7609,3.7823,487.8637,-1.0,42496,-0.001013,0.006286,-33.2305,0.0,OP,15m,ema_ribbon,tr,15m,1,F,False,False
-14.2373,-21.3378,-1.0,-1.0,21985,0.7008,0.4221,0.9595,-0.001009,0.8963,0.3939,1.5125,34.1649,-1.0,21998,-0.001009,0.008326,-17.9678,0.0,OP,15m,ema_ribbon,tr,30m,2,F,False,False
-9.3427,-14.3516,-0.9999,-1.0,15087,0.7554,0.431,0.9974,-0.000958,0.9129,0.2703,1.3771,23.4101,-1.0,15096,-0.000958,0.009982,-11.7907,0.0,OP,15m,ema_ribbon,tr,45m,3,F,False,False
-7.154,-10.9811,-0.9995,-1.0,11593,0.7815,0.4373,1.0054,-0.000968,0.9506,0.2078,1.3775,22.2775,-1.0,11604,-0.000968,0.011555,-9.0285,0.0,OP,15m,ema_ribbon,tr,1h,4,F,False,False
-4.2593,-6.5971,-0.9919,-0.9996,8040,0.8391,0.4449,1.0469,-0.000845,0.9942,0.1441,1.0652,14.2843,-0.9995,8049,-0.000845,0.014096,-5.3753,8e-08,OP,15m,ema_ribbon,tr,1.5h,6,F,False,False
-3.9518,-5.9879,-0.9889,-0.9995,6119,0.8317,0.4496,1.0182,-0.001016,0.9607,0.111,0.81,10.225,-0.9992,6201,-0.001016,0.016049,-4.9873,6.3e-07,OP,15m,ema_ribbon,tr,2h,8,F,False,False
-2.445,-3.4617,-0.9611,-0.9958,4263,0.8683,0.4638,1.0037,-0.000964,0.976,0.0765,0.598,34.6705,-0.9934,4273,-0.000964,0.020423,-3.0857,0.00204398,OP,15m,ema_ribbon,tr,3h,12,F,False,False
-2.1366,-2.9803,-0.9482,-0.9926,3234,0.8676,0.4641,1.0017,-0.001102,0.9732,0.0587,0.5633,26.0468,-0.989,3277,-0.001102,0.023405,-2.6965,0.00704342,OP,15m,ema_ribbon,tr,4h,16,F,False,False
-1.4994,-2.1952,-0.9099,-0.9785,2056,0.8876,0.4745,0.9832,-0.001162,0.9616,0.04,1.1559,18.5946,-0.9704,2232,-0.001162,0.028999,-1.8923,0.0585784,OP,15m,ema_ribbon,tr,6h,24,F,False,False
0.6239,0.9751,0.1643,-0.7956,845,1.0559,0.4997,1.0572,0.0006,1.0312,0.0302,0.7477,7.3379,0.2161,1689,0.0006,0.031305,0.7874,0.43116461,OP,15m,ema_ribbon,tr,8h,32,C,False,False
-0.2799,-0.3667,-0.6974,-0.8793,645,0.9704,0.5083,0.9386,-0.000433,1.0314,0.0204,-0.855,13.3149,-0.7798,1141,-0.000433,0.041412,-0.3533,0.72394674,OP,15m,ema_ribbon,tr,12h,48,F,False,False
0.5372,0.8269,0.0252,-0.8636,330,1.0653,0.5111,1.0191,0.001023,1.1733,0.0153,-0.0339,5.0886,0.0349,857,0.001023,0.044182,0.678,0.49796643,OP,15m,ema_ribbon,tr,16h,64,C,False,False
-1.154,-1.6062,-0.8713,-0.9612,318,0.8466,0.4817,0.9108,-0.003406,0.9019,0.0103,-0.3591,3.1599,-0.9446,575,-0.003406,0.056086,-1.4564,0.14582965,OP,15m,ema_ribbon,tr,24h,96,F,False,False
